X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131
0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132
0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133
0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134
0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135
0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136
0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137
0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138
0.13840000000000002,0.13840000000000002,0.13840000000000002,0.13840000000000002,0.13840000000000002,0.13840000000000002,0.13840000000000002,0.13840000000000002,0.13840000000000002,0.13840000000000002,0.13840000000000002,0.13840000000000002
0.1388,0.1388,0.1388,0.1388,0.1388,0.1388,0.1388,0.1388,0.1388,0.1388,0.1388,0.1388
0.1396,0.1396,0.1396,0.1396,0.1396,0.1396,0.1396,0.1396,0.1396,0.1396,0.1396,0.1396
0.1404,0.1404,0.1404,0.1404,0.1404,0.1404,0.1404,0.1404,0.1404,0.1404,0.1404,0.1404
0.1414,0.1414,0.1414,0.1414,0.1414,0.1414,0.1414,0.1414,0.1414,0.1414,0.1414,0.1414
0.14227272727272727,0.14227272727272727,0.14227272727272727,0.14227272727272727,0.14227272727272727,0.14227272727272727,0.14227272727272727,0.14227272727272727,0.14227272727272727,0.14227272727272727,0.14227272727272727,0.14227272727272727
0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143
0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144
0.1449,0.1449,0.1449,0.1449,0.1449,0.1449,0.1449,0.1449,0.1449,0.1449,0.1449,0.1449
0.1457,0.1457,0.1457,0.1457,0.1457,0.1457,0.1457,0.1457,0.1457,0.1457,0.1457,0.1457
0.14659999999999998,0.14659999999999998,0.14659999999999998,0.14659999999999998,0.14659999999999998,0.14659999999999998,0.14659999999999998,0.14659999999999998,0.14659999999999998,0.14659999999999998,0.14659999999999998,0.14659999999999998
0.14759999999999995,0.14759999999999995,0.14759999999999995,0.14759999999999995,0.14759999999999995,0.14759999999999995,0.14759999999999995,0.14759999999999995,0.14759999999999995,0.14759999999999995,0.14759999999999995,0.14759999999999995
0.1485,0.1485,0.1485,0.1485,0.1485,0.1485,0.1485,0.1485,0.1485,0.1485,0.1485,0.1485
0.1495,0.1495,0.1495,0.1495,0.1495,0.1495,0.1495,0.1495,0.1495,0.1495,0.1495,0.1495
0.15050000000000002,0.15050000000000002,0.15050000000000002,0.15050000000000002,0.15050000000000002,0.15050000000000002,0.15050000000000002,0.15050000000000002,0.15050000000000002,0.15050000000000002,0.15050000000000002,0.15050000000000002
0.1515,0.1515,0.1515,0.1515,0.1515,0.1515,0.1515,0.1515,0.1515,0.1515,0.1515,0.1515
0.15250000000000002,0.15250000000000002,0.15250000000000002,0.15250000000000002,0.15250000000000002,0.15250000000000002,0.15250000000000002,0.15250000000000002,0.15250000000000002,0.15250000000000002,0.15250000000000002,0.15250000000000002
0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534
0.1543636363636364,0.1543636363636364,0.1543636363636364,0.1543636363636364,0.1543636363636364,0.1543636363636364,0.1543636363636364,0.1543636363636364,0.1543636363636364,0.1543636363636364,0.1543636363636364,0.1543636363636364
0.15511111111111112,0.15511111111111112,0.15511111111111112,0.15511111111111112,0.15511111111111112,0.15511111111111112,0.15511111111111112,0.15511111111111112,0.15511111111111112,0.15511111111111112,0.15511111111111112,0.15511111111111112
0.15600000000000003,0.15600000000000003,0.15600000000000003,0.15600000000000003,0.15600000000000003,0.15600000000000003,0.15600000000000003,0.15600000000000003,0.15600000000000003,0.15600000000000003,0.15600000000000003,0.15600000000000003
0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569
0.15780000000000002,0.15780000000000002,0.15780000000000002,0.15780000000000002,0.15780000000000002,0.15780000000000002,0.15780000000000002,0.15780000000000002,0.15780000000000002,0.15780000000000002,0.15780000000000002,0.15780000000000002
0.1588,0.1588,0.1588,0.1588,0.1588,0.1588,0.1588,0.1588,0.1588,0.1588,0.1588,0.1588
0.1597,0.1597,0.1597,0.1597,0.1597,0.1597,0.1597,0.1597,0.1597,0.1597,0.1597,0.1597
0.1607,0.1607,0.1607,0.1607,0.1607,0.1607,0.1607,0.1607,0.1607,0.1607,0.1607,0.1607
0.1616,0.1616,0.1616,0.1616,0.1616,0.1616,0.1616,0.1616,0.1616,0.1616,0.1616,0.1616
0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625
0.16340000000000002,0.16340000000000002,0.16340000000000002,0.16340000000000002,0.16340000000000002,0.16340000000000002,0.16340000000000002,0.16340000000000002,0.16340000000000002,0.16340000000000002,0.16340000000000002,0.16340000000000002
0.1643,0.1643,0.1643,0.1643,0.1643,0.1643,0.1643,0.1643,0.1643,0.1643,0.1643,0.1643
0.1652727272727273,0.1652727272727273,0.1652727272727273,0.1652727272727273,0.1652727272727273,0.1652727272727273,0.1652727272727273,0.1652727272727273,0.1652727272727273,0.1652727272727273,0.1652727272727273,0.1652727272727273
0.16622222222222224,0.16622222222222224,0.16622222222222224,0.16622222222222224,0.16622222222222224,0.16622222222222224,0.16622222222222224,0.16622222222222224,0.16622222222222224,0.16622222222222224,0.16622222222222224,0.16622222222222224
0.16720000000000002,0.16720000000000002,0.16720000000000002,0.16720000000000002,0.16720000000000002,0.16720000000000002,0.16720000000000002,0.16720000000000002,0.16720000000000002,0.16720000000000002,0.16720000000000002,0.16720000000000002
0.16820000000000002,0.16820000000000002,0.16820000000000002,0.16820000000000002,0.16820000000000002,0.16820000000000002,0.16820000000000002,0.16820000000000002,0.16820000000000002,0.16820000000000002,0.16820000000000002,0.16820000000000002
0.16920000000000002,0.16920000000000002,0.16920000000000002,0.16920000000000002,0.16920000000000002,0.16920000000000002,0.16920000000000002,0.16920000000000002,0.16920000000000002,0.16920000000000002,0.16920000000000002,0.16920000000000002
0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
0.17099999999999999,0.17099999999999999,0.17099999999999999,0.17099999999999999,0.17099999999999999,0.17099999999999999,0.17099999999999999,0.17099999999999999,0.17099999999999999,0.17099999999999999,0.17099999999999999,0.17099999999999999
0.1717,0.1717,0.1717,0.1717,0.1717,0.1717,0.1717,0.1717,0.1717,0.1717,0.1717,0.1717
0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172
0.17159999999999997,0.17159999999999997,0.17159999999999997,0.17159999999999997,0.17159999999999997,0.17159999999999997,0.17159999999999997,0.17159999999999997,0.17159999999999997,0.17159999999999997,0.17159999999999997,0.17159999999999997
0.17020000000000002,0.17020000000000002,0.17020000000000002,0.17020000000000002,0.17020000000000002,0.17020000000000002,0.17020000000000002,0.17020000000000002,0.17020000000000002,0.17020000000000002,0.17020000000000002,0.17020000000000002
0.16900000000000004,0.16900000000000004,0.16900000000000004,0.16900000000000004,0.16900000000000004,0.16900000000000004,0.16900000000000004,0.16900000000000004,0.16900000000000004,0.16900000000000004,0.16900000000000004,0.16900000000000004
0.1708,0.1708,0.1708,0.1708,0.1708,0.1708,0.1708,0.1708,0.1708,0.1708,0.1708,0.1708
0.17436363636363642,0.17436363636363642,0.17436363636363642,0.17436363636363642,0.17436363636363642,0.17436363636363642,0.17436363636363642,0.17436363636363642,0.17436363636363642,0.17436363636363642,0.17436363636363642,0.17436363636363642
0.17655555555555555,0.17655555555555555,0.17655555555555555,0.17655555555555555,0.17655555555555555,0.17655555555555555,0.17655555555555555,0.17655555555555555,0.17655555555555555,0.17655555555555555,0.17655555555555555,0.17655555555555555
0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002
0.1793,0.1793,0.1793,0.1793,0.1793,0.1793,0.1793,0.1793,0.1793,0.1793,0.1793,0.1793
0.18040000000000003,0.18040000000000003,0.18040000000000003,0.18040000000000003,0.18040000000000003,0.18040000000000003,0.18040000000000003,0.18040000000000003,0.18040000000000003,0.18040000000000003,0.18040000000000003,0.18040000000000003
0.18159999999999998,0.18159999999999998,0.18159999999999998,0.18159999999999998,0.18159999999999998,0.18159999999999998,0.18159999999999998,0.18159999999999998,0.18159999999999998,0.18159999999999998,0.18159999999999998,0.18159999999999998
0.18280000000000002,0.18280000000000002,0.18280000000000002,0.18280000000000002,0.18280000000000002,0.18280000000000002,0.18280000000000002,0.18280000000000002,0.18280000000000002,0.18280000000000002,0.18280000000000002,0.18280000000000002
0.1839,0.1839,0.1839,0.1839,0.1839,0.1839,0.1839,0.1839,0.1839,0.1839,0.1839,0.1839
0.18510000000000001,0.18510000000000001,0.18510000000000001,0.18510000000000001,0.18510000000000001,0.18510000000000001,0.18510000000000001,0.18510000000000001,0.18510000000000001,0.18510000000000001,0.18510000000000001,0.18510000000000001
0.1862,0.1862,0.1862,0.1862,0.1862,0.1862,0.1862,0.1862,0.1862,0.1862,0.1862,0.1862
0.18710000000000002,0.18710000000000002,0.18710000000000002,0.18710000000000002,0.18710000000000002,0.18710000000000002,0.18710000000000002,0.18710000000000002,0.18710000000000002,0.18710000000000002,0.18710000000000002,0.18710000000000002
0.1881,0.1881,0.1881,0.1881,0.1881,0.1881,0.1881,0.1881,0.1881,0.1881,0.1881,0.1881
0.18927272727272731,0.18927272727272731,0.18927272727272731,0.18927272727272731,0.18927272727272731,0.18927272727272731,0.18927272727272731,0.18927272727272731,0.18927272727272731,0.18927272727272731,0.18927272727272731,0.18927272727272731
0.19022222222222224,0.19022222222222224,0.19022222222222224,0.19022222222222224,0.19022222222222224,0.19022222222222224,0.19022222222222224,0.19022222222222224,0.19022222222222224,0.19022222222222224,0.19022222222222224,0.19022222222222224
0.19129999999999997,0.19129999999999997,0.19129999999999997,0.19129999999999997,0.19129999999999997,0.19129999999999997,0.19129999999999997,0.19129999999999997,0.19129999999999997,0.19129999999999997,0.19129999999999997,0.19129999999999997
0.1923,0.1923,0.1923,0.1923,0.1923,0.1923,0.1923,0.1923,0.1923,0.1923,0.1923,0.1923
0.19329999999999997,0.19329999999999997,0.19329999999999997,0.19329999999999997,0.19329999999999997,0.19329999999999997,0.19329999999999997,0.19329999999999997,0.19329999999999997,0.19329999999999997,0.19329999999999997,0.19329999999999997
0.1943,0.1943,0.1943,0.1943,0.1943,0.1943,0.1943,0.1943,0.1943,0.1943,0.1943,0.1943
0.19529999999999997,0.19529999999999997,0.19529999999999997,0.19529999999999997,0.19529999999999997,0.19529999999999997,0.19529999999999997,0.19529999999999997,0.19529999999999997,0.19529999999999997,0.19529999999999997,0.19529999999999997
0.1962,0.1962,0.1962,0.1962,0.1962,0.1962,0.1962,0.1962,0.1962,0.1962,0.1962,0.1962
0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.197
0.19800000000000004,0.19800000000000004,0.19800000000000004,0.19800000000000004,0.19800000000000004,0.19800000000000004,0.19800000000000004,0.19800000000000004,0.19800000000000004,0.19800000000000004,0.19800000000000004,0.19800000000000004
0.19890000000000002,0.19890000000000002,0.19890000000000002,0.19890000000000002,0.19890000000000002,0.19890000000000002,0.19890000000000002,0.19890000000000002,0.19890000000000002,0.19890000000000002,0.19890000000000002,0.19890000000000002
0.1995,0.1995,0.1995,0.1995,0.1995,0.1995,0.1995,0.1995,0.1995,0.1995,0.1995,0.1995
0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004
0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201
0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201
0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201
0.20100000000000004,0.20100000000000004,0.20100000000000004,0.20100000000000004,0.20100000000000004,0.20100000000000004,0.20100000000000004,0.20100000000000004,0.20100000000000004,0.20100000000000004,0.20100000000000004,0.20100000000000004
0.2018,0.2018,0.2018,0.2018,0.2018,0.2018,0.2018,0.2018,0.2018,0.2018,0.2018,0.2018
0.20320000000000002,0.20320000000000002,0.20320000000000002,0.20320000000000002,0.20320000000000002,0.20320000000000002,0.20320000000000002,0.20320000000000002,0.20320000000000002,0.20320000000000002,0.20320000000000002,0.20320000000000002
0.20409999999999998,0.20409999999999998,0.20409999999999998,0.20409999999999998,0.20409999999999998,0.20409999999999998,0.20409999999999998,0.20409999999999998,0.20409999999999998,0.20409999999999998,0.20409999999999998,0.20409999999999998
0.20500000000000002,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.20500000000000002
0.2059,0.2059,0.2059,0.2059,0.2059,0.2059,0.2059,0.2059,0.2059,0.2059,0.2059,0.2059
0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002
0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999
0.2099090909090909,0.2099090909090909,0.2099090909090909,0.2099090909090909,0.2099090909090909,0.2099090909090909,0.2099090909090909,0.2099090909090909,0.2099090909090909,0.2099090909090909,0.2099090909090909,0.2099090909090909
0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998
0.2113,0.2113,0.2113,0.2113,0.2113,0.2113,0.2113,0.2113,0.2113,0.2113,0.2113,0.2113
0.21209999999999996,0.21209999999999996,0.21209999999999996,0.21209999999999996,0.21209999999999996,0.21209999999999996,0.21209999999999996,0.21209999999999996,0.21209999999999996,0.21209999999999996,0.21209999999999996,0.21209999999999996
0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213
0.21389999999999998,0.21389999999999998,0.21389999999999998,0.21389999999999998,0.21389999999999998,0.21389999999999998,0.21389999999999998,0.21389999999999998,0.21389999999999998,0.21389999999999998,0.21389999999999998,0.21389999999999998
0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214
0.2127,0.2127,0.2127,0.2127,0.2127,0.2127,0.2127,0.2127,0.2127,0.2127,0.2127,0.2127
0.2093999999999999,0.2093999999999999,0.2093999999999999,0.2093999999999999,0.2093999999999999,0.2093999999999999,0.2093999999999999,0.2093999999999999,0.2093999999999999,0.2093999999999999,0.2093999999999999,0.2093999999999999
0.2041,0.2041,0.2041,0.2041,0.2041,0.2041,0.2041,0.2041,0.2041,0.2041,0.2041,0.2041
0.20040000000000005,0.20040000000000005,0.20040000000000005,0.20040000000000005,0.20040000000000005,0.20040000000000005,0.20040000000000005,0.20040000000000005,0.20040000000000005,0.20040000000000005,0.20040000000000005,0.20040000000000005
0.2015,0.2015,0.2015,0.2015,0.2015,0.2015,0.2015,0.2015,0.2015,0.2015,0.2015,0.2015
0.20390909090909096,0.20390909090909096,0.20390909090909096,0.20390909090909096,0.20390909090909096,0.20390909090909096,0.20390909090909096,0.20390909090909096,0.20390909090909096,0.20390909090909096,0.20390909090909096,0.20390909090909096
0.20588888888888887,0.20588888888888887,0.20588888888888887,0.20588888888888887,0.20588888888888887,0.20588888888888887,0.20588888888888887,0.20588888888888887,0.20588888888888887,0.20588888888888887,0.20588888888888887,0.20588888888888887
0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002,0.20750000000000002
0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999,0.20879999999999999
0.21030000000000001,0.21030000000000001,0.21030000000000001,0.21030000000000001,0.21030000000000001,0.21030000000000001,0.21030000000000001,0.21030000000000001,0.21030000000000001,0.21030000000000001,0.21030000000000001,0.21030000000000001
0.21159999999999998,0.21159999999999998,0.21159999999999998,0.21159999999999998,0.21159999999999998,0.21159999999999998,0.21159999999999998,0.21159999999999998,0.21159999999999998,0.21159999999999998,0.21159999999999998,0.21159999999999998
0.21330000000000002,0.21330000000000002,0.21330000000000002,0.21330000000000002,0.21330000000000002,0.21330000000000002,0.21330000000000002,0.21330000000000002,0.21330000000000002,0.21330000000000002,0.21330000000000002,0.21330000000000002
0.21459999999999999,0.21459999999999999,0.21459999999999999,0.21459999999999999,0.21459999999999999,0.21459999999999999,0.21459999999999999,0.21459999999999999,0.21459999999999999,0.21459999999999999,0.21459999999999999,0.21459999999999999
0.21630000000000005,0.21630000000000005,0.21630000000000005,0.21630000000000005,0.21630000000000005,0.21630000000000005,0.21630000000000005,0.21630000000000005,0.21630000000000005,0.21630000000000005,0.21630000000000005,0.21630000000000005
0.2177,0.2177,0.2177,0.2177,0.2177,0.2177,0.2177,0.2177,0.2177,0.2177,0.2177,0.2177
0.21920000000000006,0.21920000000000006,0.21920000000000006,0.21920000000000006,0.21920000000000006,0.21920000000000006,0.21920000000000006,0.21920000000000006,0.21920000000000006,0.21920000000000006,0.21920000000000006,0.21920000000000006
0.2204,0.2204,0.2204,0.2204,0.2204,0.2204,0.2204,0.2204,0.2204,0.2204,0.2204,0.2204
0.22150000000000006,0.22150000000000006,0.22150000000000006,0.22150000000000006,0.22150000000000006,0.22150000000000006,0.22150000000000006,0.22150000000000006,0.22150000000000006,0.22150000000000006,0.22150000000000006,0.22150000000000006
0.2225,0.2225,0.2225,0.2225,0.2225,0.2225,0.2225,0.2225,0.2225,0.2225,0.2225,0.2225
0.2231,0.2231,0.2231,0.2231,0.2231,0.2231,0.2231,0.2231,0.2231,0.2231,0.2231,0.2231
0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224
0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224
0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224
0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224
0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224
0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224
0.22340000000000002,0.22340000000000002,0.22340000000000002,0.22340000000000002,0.22340000000000002,0.22340000000000002,0.22340000000000002,0.22340000000000002,0.22340000000000002,0.22340000000000002,0.22340000000000002,0.22340000000000002
0.2216,0.2216,0.2216,0.2216,0.2216,0.2216,0.2216,0.2216,0.2216,0.2216,0.2216,0.2216
0.2197,0.2197,0.2197,0.2197,0.2197,0.2197,0.2197,0.2197,0.2197,0.2197,0.2197,0.2197
0.2179,0.2179,0.2179,0.2179,0.2179,0.2179,0.2179,0.2179,0.2179,0.2179,0.2179,0.2179
0.2149090909090909,0.2149090909090909,0.2149090909090909,0.2149090909090909,0.2149090909090909,0.2149090909090909,0.2149090909090909,0.2149090909090909,0.2149090909090909,0.2149090909090909,0.2149090909090909,0.2149090909090909
0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998,0.21059999999999998
0.20759999999999998,0.20759999999999998,0.20759999999999998,0.20759999999999998,0.20759999999999998,0.20759999999999998,0.20759999999999998,0.20759999999999998,0.20759999999999998,0.20759999999999998,0.20759999999999998,0.20759999999999998
0.20859999999999998,0.20859999999999998,0.20859999999999998,0.20859999999999998,0.20859999999999998,0.20859999999999998,0.20859999999999998,0.20859999999999998,0.20859999999999998,0.20859999999999998,0.20859999999999998,0.20859999999999998
0.2128,0.2128,0.2128,0.2128,0.2128,0.2128,0.2128,0.2128,0.2128,0.2128,0.2128,0.2128
0.2154,0.2154,0.2154,0.2154,0.2154,0.2154,0.2154,0.2154,0.2154,0.2154,0.2154,0.2154
0.21559999999999999,0.21559999999999999,0.21559999999999999,0.21559999999999999,0.21559999999999999,0.21559999999999999,0.21559999999999999,0.21559999999999999,0.21559999999999999,0.21559999999999999,0.21559999999999999,0.21559999999999999
