X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
0.933082065,0.933082065,0.933082065,0.933082065,0.933082065,0.933082065,0.933082065,0.933082065,0.933082065,0.933082065,0.933082065,0.933082065
0.933751163,0.933751163,0.933751163,0.933751163,0.933751163,0.933751163,0.933751163,0.933751163,0.933751163,0.933751163,0.933751163,0.933751163
0.934383762,0.934383762,0.934383762,0.934383762,0.934383762,0.934383762,0.934383762,0.934383762,0.934383762,0.934383762,0.934383762,0.934383762
0.934974676,0.934974676,0.934974676,0.934974676,0.934974676,0.934974676,0.934974676,0.934974676,0.934974676,0.934974676,0.934974676,0.934974676
0.935475963,0.935475963,0.935475963,0.935475963,0.935475963,0.935475963,0.935475963,0.935475963,0.935475963,0.935475963,0.935475963,0.935475963
0.935836056,0.935836056,0.935836056,0.935836056,0.935836056,0.935836056,0.935836056,0.935836056,0.935836056,0.935836056,0.935836056,0.935836056
0.936025967,0.936025967,0.936025967,0.936025967,0.936025967,0.936025967,0.936025967,0.936025967,0.936025967,0.936025967,0.936025967,0.936025967
0.936123166,0.936123166,0.936123166,0.936123166,0.936123166,0.936123166,0.936123166,0.936123166,0.936123166,0.936123166,0.936123166,0.936123166
0.936219729,0.936219729,0.936219729,0.936219729,0.936219729,0.936219729,0.936219729,0.936219729,0.936219729,0.936219729,0.936219729,0.936219729
0.936346002,0.936346002,0.936346002,0.936346002,0.936346002,0.936346002,0.936346002,0.936346002,0.936346002,0.936346002,0.936346002,0.936346002
0.936440963,0.936440963,0.936440963,0.936440963,0.936440963,0.936440963,0.936440963,0.936440963,0.936440963,0.936440963,0.936440963,0.936440963
0.936444448,0.936444448,0.936444448,0.936444448,0.936444448,0.936444448,0.936444448,0.936444448,0.936444448,0.936444448,0.936444448,0.936444448
0.936482705,0.936482705,0.936482705,0.936482705,0.936482705,0.936482705,0.936482705,0.936482705,0.936482705,0.936482705,0.936482705,0.936482705
0.936800505,0.936800505,0.936800505,0.936800505,0.936800505,0.936800505,0.936800505,0.936800505,0.936800505,0.936800505,0.936800505,0.936800505
0.936890772,0.936890772,0.936890772,0.936890772,0.936890772,0.936890772,0.936890772,0.936890772,0.936890772,0.936890772,0.936890772,0.936890772
0.936271072,0.936271072,0.936271072,0.936271072,0.936271072,0.936271072,0.936271072,0.936271072,0.936271072,0.936271072,0.936271072,0.936271072
0.935469122,0.935469122,0.935469122,0.935469122,0.935469122,0.935469122,0.935469122,0.935469122,0.935469122,0.935469122,0.935469122,0.935469122
0.934400229,0.934400229,0.934400229,0.934400229,0.934400229,0.934400229,0.934400229,0.934400229,0.934400229,0.934400229,0.934400229,0.934400229
0.932628434,0.932628434,0.932628434,0.932628434,0.932628434,0.932628434,0.932628434,0.932628434,0.932628434,0.932628434,0.932628434,0.932628434
0.929583507,0.929583507,0.929583507,0.929583507,0.929583507,0.929583507,0.929583507,0.929583507,0.929583507,0.929583507,0.929583507,0.929583507
0.925486158,0.925486158,0.925486158,0.925486158,0.925486158,0.925486158,0.925486158,0.925486158,0.925486158,0.925486158,0.925486158,0.925486158
0.921312936,0.921312936,0.921312936,0.921312936,0.921312936,0.921312936,0.921312936,0.921312936,0.921312936,0.921312936,0.921312936,0.921312936
0.917651366,0.917651366,0.917651366,0.917651366,0.917651366,0.917651366,0.917651366,0.917651366,0.917651366,0.917651366,0.917651366,0.917651366
0.913640449,0.913640449,0.913640449,0.913640449,0.913640449,0.913640449,0.913640449,0.913640449,0.913640449,0.913640449,0.913640449,0.913640449
0.909571098,0.909571098,0.909571098,0.909571098,0.909571098,0.909571098,0.909571098,0.909571098,0.909571098,0.909571098,0.909571098,0.909571098
0.905915344,0.905915344,0.905915344,0.905915344,0.905915344,0.905915344,0.905915344,0.905915344,0.905915344,0.905915344,0.905915344,0.905915344
0.903383385,0.903383385,0.903383385,0.903383385,0.903383385,0.903383385,0.903383385,0.903383385,0.903383385,0.903383385,0.903383385,0.903383385
0.901194903,0.901194903,0.901194903,0.901194903,0.901194903,0.901194903,0.901194903,0.901194903,0.901194903,0.901194903,0.901194903,0.901194903
0.898054548,0.898054548,0.898054548,0.898054548,0.898054548,0.898054548,0.898054548,0.898054548,0.898054548,0.898054548,0.898054548,0.898054548
0.893710066,0.893710066,0.893710066,0.893710066,0.893710066,0.893710066,0.893710066,0.893710066,0.893710066,0.893710066,0.893710066,0.893710066
0.889052818,0.889052818,0.889052818,0.889052818,0.889052818,0.889052818,0.889052818,0.889052818,0.889052818,0.889052818,0.889052818,0.889052818
0.883907285,0.883907285,0.883907285,0.883907285,0.883907285,0.883907285,0.883907285,0.883907285,0.883907285,0.883907285,0.883907285,0.883907285
0.8780329,0.8780329,0.8780329,0.8780329,0.8780329,0.8780329,0.8780329,0.8780329,0.8780329,0.8780329,0.8780329,0.8780329
0.871182921,0.871182921,0.871182921,0.871182921,0.871182921,0.871182921,0.871182921,0.871182921,0.871182921,0.871182921,0.871182921,0.871182921
0.863791279,0.863791279,0.863791279,0.863791279,0.863791279,0.863791279,0.863791279,0.863791279,0.863791279,0.863791279,0.863791279,0.863791279
0.856390294,0.856390294,0.856390294,0.856390294,0.856390294,0.856390294,0.856390294,0.856390294,0.856390294,0.856390294,0.856390294,0.856390294
0.849598147,0.849598147,0.849598147,0.849598147,0.849598147,0.849598147,0.849598147,0.849598147,0.849598147,0.849598147,0.849598147,0.849598147
0.84270119,0.84270119,0.84270119,0.84270119,0.84270119,0.84270119,0.84270119,0.84270119,0.84270119,0.84270119,0.84270119,0.84270119
0.83456947,0.83456947,0.83456947,0.83456947,0.83456947,0.83456947,0.83456947,0.83456947,0.83456947,0.83456947,0.83456947,0.83456947
0.824608111,0.824608111,0.824608111,0.824608111,0.824608111,0.824608111,0.824608111,0.824608111,0.824608111,0.824608111,0.824608111,0.824608111
0.813592356,0.813592356,0.813592356,0.813592356,0.813592356,0.813592356,0.813592356,0.813592356,0.813592356,0.813592356,0.813592356,0.813592356
0.801900253,0.801900253,0.801900253,0.801900253,0.801900253,0.801900253,0.801900253,0.801900253,0.801900253,0.801900253,0.801900253,0.801900253
0.789311752,0.789311752,0.789311752,0.789311752,0.789311752,0.789311752,0.789311752,0.789311752,0.789311752,0.789311752,0.789311752,0.789311752
0.772351285,0.772351285,0.772351285,0.772351285,0.772351285,0.772351285,0.772351285,0.772351285,0.772351285,0.772351285,0.772351285,0.772351285
0.754352428,0.754352428,0.754352428,0.754352428,0.754352428,0.754352428,0.754352428,0.754352428,0.754352428,0.754352428,0.754352428,0.754352428
0.740214162,0.740214162,0.740214162,0.740214162,0.740214162,0.740214162,0.740214162,0.740214162,0.740214162,0.740214162,0.740214162,0.740214162
0.728865568,0.728865568,0.728865568,0.728865568,0.728865568,0.728865568,0.728865568,0.728865568,0.728865568,0.728865568,0.728865568,0.728865568
0.717868328,0.717868328,0.717868328,0.717868328,0.717868328,0.717868328,0.717868328,0.717868328,0.717868328,0.717868328,0.717868328,0.717868328
0.710070325,0.710070325,0.710070325,0.710070325,0.710070325,0.710070325,0.710070325,0.710070325,0.710070325,0.710070325,0.710070325,0.710070325
0.708477757,0.708477757,0.708477757,0.708477757,0.708477757,0.708477757,0.708477757,0.708477757,0.708477757,0.708477757,0.708477757,0.708477757
0.712897538,0.712897538,0.712897538,0.712897538,0.712897538,0.712897538,0.712897538,0.712897538,0.712897538,0.712897538,0.712897538,0.712897538
0.719049686,0.719049686,0.719049686,0.719049686,0.719049686,0.719049686,0.719049686,0.719049686,0.719049686,0.719049686,0.719049686,0.719049686
0.723258224,0.723258224,0.723258224,0.723258224,0.723258224,0.723258224,0.723258224,0.723258224,0.723258224,0.723258224,0.723258224,0.723258224
0.732059645,0.732059645,0.732059645,0.732059645,0.732059645,0.732059645,0.732059645,0.732059645,0.732059645,0.732059645,0.732059645,0.732059645
0.742618847,0.742618847,0.742618847,0.742618847,0.742618847,0.742618847,0.742618847,0.742618847,0.742618847,0.742618847,0.742618847,0.742618847
0.747842055,0.747842055,0.747842055,0.747842055,0.747842055,0.747842055,0.747842055,0.747842055,0.747842055,0.747842055,0.747842055,0.747842055
0.748013819,0.748013819,0.748013819,0.748013819,0.748013819,0.748013819,0.748013819,0.748013819,0.748013819,0.748013819,0.748013819,0.748013819
0.746796507,0.746796507,0.746796507,0.746796507,0.746796507,0.746796507,0.746796507,0.746796507,0.746796507,0.746796507,0.746796507,0.746796507
0.742163071,0.742163071,0.742163071,0.742163071,0.742163071,0.742163071,0.742163071,0.742163071,0.742163071,0.742163071,0.742163071,0.742163071
0.731747996,0.731747996,0.731747996,0.731747996,0.731747996,0.731747996,0.731747996,0.731747996,0.731747996,0.731747996,0.731747996,0.731747996
0.714831906,0.714831906,0.714831906,0.714831906,0.714831906,0.714831906,0.714831906,0.714831906,0.714831906,0.714831906,0.714831906,0.714831906
0.69539475,0.69539475,0.69539475,0.69539475,0.69539475,0.69539475,0.69539475,0.69539475,0.69539475,0.69539475,0.69539475,0.69539475
0.677090021,0.677090021,0.677090021,0.677090021,0.677090021,0.677090021,0.677090021,0.677090021,0.677090021,0.677090021,0.677090021,0.677090021
0.654409902,0.654409902,0.654409902,0.654409902,0.654409902,0.654409902,0.654409902,0.654409902,0.654409902,0.654409902,0.654409902,0.654409902
0.629374151,0.629374151,0.629374151,0.629374151,0.629374151,0.629374151,0.629374151,0.629374151,0.629374151,0.629374151,0.629374151,0.629374151
0.607627231,0.607627231,0.607627231,0.607627231,0.607627231,0.607627231,0.607627231,0.607627231,0.607627231,0.607627231,0.607627231,0.607627231
0.589438588,0.589438588,0.589438588,0.589438588,0.589438588,0.589438588,0.589438588,0.589438588,0.589438588,0.589438588,0.589438588,0.589438588
0.570987395,0.570987395,0.570987395,0.570987395,0.570987395,0.570987395,0.570987395,0.570987395,0.570987395,0.570987395,0.570987395,0.570987395
0.5551388,0.5551388,0.5551388,0.5551388,0.5551388,0.5551388,0.5551388,0.5551388,0.5551388,0.5551388,0.5551388,0.5551388
0.544358625,0.544358625,0.544358625,0.544358625,0.544358625,0.544358625,0.544358625,0.544358625,0.544358625,0.544358625,0.544358625,0.544358625
0.537680849,0.537680849,0.537680849,0.537680849,0.537680849,0.537680849,0.537680849,0.537680849,0.537680849,0.537680849,0.537680849,0.537680849
0.533271544,0.533271544,0.533271544,0.533271544,0.533271544,0.533271544,0.533271544,0.533271544,0.533271544,0.533271544,0.533271544,0.533271544
0.529524638,0.529524638,0.529524638,0.529524638,0.529524638,0.529524638,0.529524638,0.529524638,0.529524638,0.529524638,0.529524638,0.529524638
0.529158044,0.529158044,0.529158044,0.529158044,0.529158044,0.529158044,0.529158044,0.529158044,0.529158044,0.529158044,0.529158044,0.529158044
0.531281336,0.531281336,0.531281336,0.531281336,0.531281336,0.531281336,0.531281336,0.531281336,0.531281336,0.531281336,0.531281336,0.531281336
0.532461461,0.532461461,0.532461461,0.532461461,0.532461461,0.532461461,0.532461461,0.532461461,0.532461461,0.532461461,0.532461461,0.532461461
0.532952863,0.532952863,0.532952863,0.532952863,0.532952863,0.532952863,0.532952863,0.532952863,0.532952863,0.532952863,0.532952863,0.532952863
0.535156542,0.535156542,0.535156542,0.535156542,0.535156542,0.535156542,0.535156542,0.535156542,0.535156542,0.535156542,0.535156542,0.535156542
0.536451807,0.536451807,0.536451807,0.536451807,0.536451807,0.536451807,0.536451807,0.536451807,0.536451807,0.536451807,0.536451807,0.536451807
0.535486217,0.535486217,0.535486217,0.535486217,0.535486217,0.535486217,0.535486217,0.535486217,0.535486217,0.535486217,0.535486217,0.535486217
0.53662028,0.53662028,0.53662028,0.53662028,0.53662028,0.53662028,0.53662028,0.53662028,0.53662028,0.53662028,0.53662028,0.53662028
0.536330551,0.536330551,0.536330551,0.536330551,0.536330551,0.536330551,0.536330551,0.536330551,0.536330551,0.536330551,0.536330551,0.536330551
0.529970412,0.529970412,0.529970412,0.529970412,0.529970412,0.529970412,0.529970412,0.529970412,0.529970412,0.529970412,0.529970412,0.529970412
0.521985782,0.521985782,0.521985782,0.521985782,0.521985782,0.521985782,0.521985782,0.521985782,0.521985782,0.521985782,0.521985782,0.521985782
0.512036803,0.512036803,0.512036803,0.512036803,0.512036803,0.512036803,0.512036803,0.512036803,0.512036803,0.512036803,0.512036803,0.512036803
0.495250309,0.495250309,0.495250309,0.495250309,0.495250309,0.495250309,0.495250309,0.495250309,0.495250309,0.495250309,0.495250309,0.495250309
0.467083933,0.467083933,0.467083933,0.467083933,0.467083933,0.467083933,0.467083933,0.467083933,0.467083933,0.467083933,0.467083933,0.467083933
0.429517003,0.429517003,0.429517003,0.429517003,0.429517003,0.429517003,0.429517003,0.429517003,0.429517003,0.429517003,0.429517003,0.429517003
0.389047175,0.389047175,0.389047175,0.389047175,0.389047175,0.389047175,0.389047175,0.389047175,0.389047175,0.389047175,0.389047175,0.389047175
0.348599166,0.348599166,0.348599166,0.348599166,0.348599166,0.348599166,0.348599166,0.348599166,0.348599166,0.348599166,0.348599166,0.348599166
0.295806687,0.295806687,0.295806687,0.295806687,0.295806687,0.295806687,0.295806687,0.295806687,0.295806687,0.295806687,0.295806687,0.295806687
0.240880812,0.240880812,0.240880812,0.240880812,0.240880812,0.240880812,0.240880812,0.240880812,0.240880812,0.240880812,0.240880812,0.240880812
0.197833558,0.197833558,0.197833558,0.197833558,0.197833558,0.197833558,0.197833558,0.197833558,0.197833558,0.197833558,0.197833558,0.197833558
0.161994074,0.161994074,0.161994074,0.161994074,0.161994074,0.161994074,0.161994074,0.161994074,0.161994074,0.161994074,0.161994074,0.161994074
0.128106341,0.128106341,0.128106341,0.128106341,0.128106341,0.128106341,0.128106341,0.128106341,0.128106341,0.128106341,0.128106341,0.128106341
0.101396182,0.101396182,0.101396182,0.101396182,0.101396182,0.101396182,0.101396182,0.101396182,0.101396182,0.101396182,0.101396182,0.101396182
0.086813744,0.086813744,0.086813744,0.086813744,0.086813744,0.086813744,0.086813744,0.086813744,0.086813744,0.086813744,0.086813744,0.086813744
0.083339094,0.083339094,0.083339094,0.083339094,0.083339094,0.083339094,0.083339094,0.083339094,0.083339094,0.083339094,0.083339094,0.083339094
0.085008727,0.085008727,0.085008727,0.085008727,0.085008727,0.085008727,0.085008727,0.085008727,0.085008727,0.085008727,0.085008727,0.085008727
0.086537346,0.086537346,0.086537346,0.086537346,0.086537346,0.086537346,0.086537346,0.086537346,0.086537346,0.086537346,0.086537346,0.086537346
0.094382758,0.094382758,0.094382758,0.094382758,0.094382758,0.094382758,0.094382758,0.094382758,0.094382758,0.094382758,0.094382758,0.094382758
0.106679891,0.106679891,0.106679891,0.106679891,0.106679891,0.106679891,0.106679891,0.106679891,0.106679891,0.106679891,0.106679891,0.106679891
0.117212457,0.117212457,0.117212457,0.117212457,0.117212457,0.117212457,0.117212457,0.117212457,0.117212457,0.117212457,0.117212457,0.117212457
0.12662079,0.12662079,0.12662079,0.12662079,0.12662079,0.12662079,0.12662079,0.12662079,0.12662079,0.12662079,0.12662079,0.12662079
0.13805643,0.13805643,0.13805643,0.13805643,0.13805643,0.13805643,0.13805643,0.13805643,0.13805643,0.13805643,0.13805643,0.13805643
0.149069891,0.149069891,0.149069891,0.149069891,0.149069891,0.149069891,0.149069891,0.149069891,0.149069891,0.149069891,0.149069891,0.149069891
0.158086131,0.158086131,0.158086131,0.158086131,0.158086131,0.158086131,0.158086131,0.158086131,0.158086131,0.158086131,0.158086131,0.158086131
0.167046511,0.167046511,0.167046511,0.167046511,0.167046511,0.167046511,0.167046511,0.167046511,0.167046511,0.167046511,0.167046511,0.167046511
0.175705893,0.175705893,0.175705893,0.175705893,0.175705893,0.175705893,0.175705893,0.175705893,0.175705893,0.175705893,0.175705893,0.175705893
0.183471512,0.183471512,0.183471512,0.183471512,0.183471512,0.183471512,0.183471512,0.183471512,0.183471512,0.183471512,0.183471512,0.183471512
0.190002866,0.190002866,0.190002866,0.190002866,0.190002866,0.190002866,0.190002866,0.190002866,0.190002866,0.190002866,0.190002866,0.190002866
0.195911585,0.195911585,0.195911585,0.195911585,0.195911585,0.195911585,0.195911585,0.195911585,0.195911585,0.195911585,0.195911585,0.195911585
0.201967398,0.201967398,0.201967398,0.201967398,0.201967398,0.201967398,0.201967398,0.201967398,0.201967398,0.201967398,0.201967398,0.201967398
0.208288995,0.208288995,0.208288995,0.208288995,0.208288995,0.208288995,0.208288995,0.208288995,0.208288995,0.208288995,0.208288995,0.208288995
0.214369659,0.214369659,0.214369659,0.214369659,0.214369659,0.214369659,0.214369659,0.214369659,0.214369659,0.214369659,0.214369659,0.214369659
0.22042681,0.22042681,0.22042681,0.22042681,0.22042681,0.22042681,0.22042681,0.22042681,0.22042681,0.22042681,0.22042681,0.22042681
0.226696572,0.226696572,0.226696572,0.226696572,0.226696572,0.226696572,0.226696572,0.226696572,0.226696572,0.226696572,0.226696572,0.226696572
0.233210672,0.233210672,0.233210672,0.233210672,0.233210672,0.233210672,0.233210672,0.233210672,0.233210672,0.233210672,0.233210672,0.233210672
0.239650398,0.239650398,0.239650398,0.239650398,0.239650398,0.239650398,0.239650398,0.239650398,0.239650398,0.239650398,0.239650398,0.239650398
0.245715761,0.245715761,0.245715761,0.245715761,0.245715761,0.245715761,0.245715761,0.245715761,0.245715761,0.245715761,0.245715761,0.245715761
0.252206866,0.252206866,0.252206866,0.252206866,0.252206866,0.252206866,0.252206866,0.252206866,0.252206866,0.252206866,0.252206866,0.252206866
0.258869377,0.258869377,0.258869377,0.258869377,0.258869377,0.258869377,0.258869377,0.258869377,0.258869377,0.258869377,0.258869377,0.258869377
0.264762469,0.264762469,0.264762469,0.264762469,0.264762469,0.264762469,0.264762469,0.264762469,0.264762469,0.264762469,0.264762469,0.264762469
0.270041824,0.270041824,0.270041824,0.270041824,0.270041824,0.270041824,0.270041824,0.270041824,0.270041824,0.270041824,0.270041824,0.270041824
0.275613973,0.275613973,0.275613973,0.275613973,0.275613973,0.275613973,0.275613973,0.275613973,0.275613973,0.275613973,0.275613973,0.275613973
0.279844723,0.279844723,0.279844723,0.279844723,0.279844723,0.279844723,0.279844723,0.279844723,0.279844723,0.279844723,0.279844723,0.279844723
0.281363853,0.281363853,0.281363853,0.281363853,0.281363853,0.281363853,0.281363853,0.281363853,0.281363853,0.281363853,0.281363853,0.281363853
0.281858129,0.281858129,0.281858129,0.281858129,0.281858129,0.281858129,0.281858129,0.281858129,0.281858129,0.281858129,0.281858129,0.281858129
0.281160987,0.281160987,0.281160987,0.281160987,0.281160987,0.281160987,0.281160987,0.281160987,0.281160987,0.281160987,0.281160987,0.281160987
0.278419189,0.278419189,0.278419189,0.278419189,0.278419189,0.278419189,0.278419189,0.278419189,0.278419189,0.278419189,0.278419189,0.278419189
0.275116902,0.275116902,0.275116902,0.275116902,0.275116902,0.275116902,0.275116902,0.275116902,0.275116902,0.275116902,0.275116902,0.275116902
0.270693432,0.270693432,0.270693432,0.270693432,0.270693432,0.270693432,0.270693432,0.270693432,0.270693432,0.270693432,0.270693432,0.270693432
0.262476752,0.262476752,0.262476752,0.262476752,0.262476752,0.262476752,0.262476752,0.262476752,0.262476752,0.262476752,0.262476752,0.262476752
0.248018953,0.248018953,0.248018953,0.248018953,0.248018953,0.248018953,0.248018953,0.248018953,0.248018953,0.248018953,0.248018953,0.248018953
0.228243999,0.228243999,0.228243999,0.228243999,0.228243999,0.228243999,0.228243999,0.228243999,0.228243999,0.228243999,0.228243999,0.228243999
0.206546577,0.206546577,0.206546577,0.206546577,0.206546577,0.206546577,0.206546577,0.206546577,0.206546577,0.206546577,0.206546577,0.206546577
0.185165691,0.185165691,0.185165691,0.185165691,0.185165691,0.185165691,0.185165691,0.185165691,0.185165691,0.185165691,0.185165691,0.185165691
0.157579857,0.157579857,0.157579857,0.157579857,0.157579857,0.157579857,0.157579857,0.157579857,0.157579857,0.157579857,0.157579857,0.157579857
0.127948257,0.127948257,0.127948257,0.127948257,0.127948257,0.127948257,0.127948257,0.127948257,0.127948257,0.127948257,0.127948257,0.127948257
0.103363009,0.103363009,0.103363009,0.103363009,0.103363009,0.103363009,0.103363009,0.103363009,0.103363009,0.103363009,0.103363009,0.103363009
0.082404624,0.082404624,0.082404624,0.082404624,0.082404624,0.082404624,0.082404624,0.082404624,0.082404624,0.082404624,0.082404624,0.082404624
0.061452475,0.061452475,0.061452475,0.061452475,0.061452475,0.061452475,0.061452475,0.061452475,0.061452475,0.061452475,0.061452475,0.061452475
0.044296965,0.044296965,0.044296965,0.044296965,0.044296965,0.044296965,0.044296965,0.044296965,0.044296965,0.044296965,0.044296965,0.044296965
0.034532369,0.034532369,0.034532369,0.034532369,0.034532369,0.034532369,0.034532369,0.034532369,0.034532369,0.034532369,0.034532369,0.034532369
0.031468048,0.031468048,0.031468048,0.031468048,0.031468048,0.031468048,0.031468048,0.031468048,0.031468048,0.031468048,0.031468048,0.031468048
0.030857033,0.030857033,0.030857033,0.030857033,0.030857033,0.030857033,0.030857033,0.030857033,0.030857033,0.030857033,0.030857033,0.030857033
0.02874104,0.02874104,0.02874104,0.02874104,0.02874104,0.02874104,0.02874104,0.02874104,0.02874104,0.02874104,0.02874104,0.02874104
0.027585997,0.027585997,0.027585997,0.027585997,0.027585997,0.027585997,0.027585997,0.027585997,0.027585997,0.027585997,0.027585997,0.027585997
0.027999291,0.027999291,0.027999291,0.027999291,0.027999291,0.027999291,0.027999291,0.027999291,0.027999291,0.027999291,0.027999291,0.027999291
0.028807325,0.028807325,0.028807325,0.028807325,0.028807325,0.028807325,0.028807325,0.028807325,0.028807325,0.028807325,0.028807325,0.028807325
0.02931932,0.02931932,0.02931932,0.02931932,0.02931932,0.02931932,0.02931932,0.02931932,0.02931932,0.02931932,0.02931932,0.02931932
0.03020421,0.03020421,0.03020421,0.03020421,0.03020421,0.03020421,0.03020421,0.03020421,0.03020421,0.03020421,0.03020421,0.03020421
0.032184565,0.032184565,0.032184565,0.032184565,0.032184565,0.032184565,0.032184565,0.032184565,0.032184565,0.032184565,0.032184565,0.032184565
0.03583453,0.03583453,0.03583453,0.03583453,0.03583453,0.03583453,0.03583453,0.03583453,0.03583453,0.03583453,0.03583453,0.03583453
0.040741121,0.040741121,0.040741121,0.040741121,0.040741121,0.040741121,0.040741121,0.040741121,0.040741121,0.040741121,0.040741121,0.040741121
0.04681651,0.04681651,0.04681651,0.04681651,0.04681651,0.04681651,0.04681651,0.04681651,0.04681651,0.04681651,0.04681651,0.04681651
0.054122677,0.054122677,0.054122677,0.054122677,0.054122677,0.054122677,0.054122677,0.054122677,0.054122677,0.054122677,0.054122677,0.054122677
0.063477294,0.063477294,0.063477294,0.063477294,0.063477294,0.063477294,0.063477294,0.063477294,0.063477294,0.063477294,0.063477294,0.063477294
0.074322777,0.074322777,0.074322777,0.074322777,0.074322777,0.074322777,0.074322777,0.074322777,0.074322777,0.074322777,0.074322777,0.074322777
0.085441013,0.085441013,0.085441013,0.085441013,0.085441013,0.085441013,0.085441013,0.085441013,0.085441013,0.085441013,0.085441013,0.085441013
0.099013132,0.099013132,0.099013132,0.099013132,0.099013132,0.099013132,0.099013132,0.099013132,0.099013132,0.099013132,0.099013132,0.099013132
0.117511094,0.117511094,0.117511094,0.117511094,0.117511094,0.117511094,0.117511094,0.117511094,0.117511094,0.117511094,0.117511094,0.117511094
0.133820496,0.133820496,0.133820496,0.133820496,0.133820496,0.133820496,0.133820496,0.133820496,0.133820496,0.133820496,0.133820496,0.133820496
0.141716026,0.141716026,0.141716026,0.141716026,0.141716026,0.141716026,0.141716026,0.141716026,0.141716026,0.141716026,0.141716026,0.141716026
0.144265791,0.144265791,0.144265791,0.144265791,0.144265791,0.144265791,0.144265791,0.144265791,0.144265791,0.144265791,0.144265791,0.144265791
0.144395141,0.144395141,0.144395141,0.144395141,0.144395141,0.144395141,0.144395141,0.144395141,0.144395141,0.144395141,0.144395141,0.144395141
0.144208847,0.144208847,0.144208847,0.144208847,0.144208847,0.144208847,0.144208847,0.144208847,0.144208847,0.144208847,0.144208847,0.144208847
0.138227975,0.138227975,0.138227975,0.138227975,0.138227975,0.138227975,0.138227975,0.138227975,0.138227975,0.138227975,0.138227975,0.138227975
0.128043596,0.128043596,0.128043596,0.128043596,0.128043596,0.128043596,0.128043596,0.128043596,0.128043596,0.128043596,0.128043596,0.128043596
0.122261464,0.122261464,0.122261464,0.122261464,0.122261464,0.122261464,0.122261464,0.122261464,0.122261464,0.122261464,0.122261464,0.122261464
0.124930761,0.124930761,0.124930761,0.124930761,0.124930761,0.124930761,0.124930761,0.124930761,0.124930761,0.124930761,0.124930761,0.124930761
0.130211262,0.130211262,0.130211262,0.130211262,0.130211262,0.130211262,0.130211262,0.130211262,0.130211262,0.130211262,0.130211262,0.130211262
0.13713802,0.13713802,0.13713802,0.13713802,0.13713802,0.13713802,0.13713802,0.13713802,0.13713802,0.13713802,0.13713802,0.13713802
0.146140551,0.146140551,0.146140551,0.146140551,0.146140551,0.146140551,0.146140551,0.146140551,0.146140551,0.146140551,0.146140551,0.146140551
0.16440763,0.16440763,0.16440763,0.16440763,0.16440763,0.16440763,0.16440763,0.16440763,0.16440763,0.16440763,0.16440763,0.16440763
0.185460791,0.185460791,0.185460791,0.185460791,0.185460791,0.185460791,0.185460791,0.185460791,0.185460791,0.185460791,0.185460791,0.185460791
0.199710808,0.199710808,0.199710808,0.199710808,0.199710808,0.199710808,0.199710808,0.199710808,0.199710808,0.199710808,0.199710808,0.199710808
0.20673688,0.20673688,0.20673688,0.20673688,0.20673688,0.20673688,0.20673688,0.20673688,0.20673688,0.20673688,0.20673688,0.20673688
0.210674995,0.210674995,0.210674995,0.210674995,0.210674995,0.210674995,0.210674995,0.210674995,0.210674995,0.210674995,0.210674995,0.210674995
